zaxis,yaxis,H,B,C,O,F,Na,Mg,Al,Si,P,S,Cl,K,Ca,Ti,V,Mn,Fe,Ni,Cu,Zn,As,Se,Ag,Sb,Ba,Pb,Bi,U
Al,V,35,1,1,39,3,4,7,39,15,4,1,0,1,9,1,39,4,5,1,3,2,1,0,0,0,2,1,0,2
Al,Mn,84,7,2,102,7,24,26,102,60,34,4,0,15,30,2,4,102,27,0,0,9,5,0,0,1,2,3,0,0
Al,Fe,186,21,2,245,21,69,82,250,145,45,18,5,37,111,27,5,27,250,2,8,17,11,0,0,2,8,7,0,1
Al,Ni,7,0,1,8,0,0,1,10,2,0,3,0,0,0,0,1,0,2,10,2,0,0,0,0,0,0,0,0,0
Al,Cu,44,0,1,51,4,4,4,56,8,7,20,7,6,8,0,3,0,8,2,56,0,15,1,0,3,1,6,0,0
Al,Zn,37,0,1,42,0,4,13,42,13,5,7,0,6,2,5,2,9,17,0,0,42,4,0,0,1,0,1,0,0
Al,As,47,2,0,60,5,12,9,60,8,0,7,2,8,10,3,1,5,11,0,15,4,60,0,0,0,3,3,0,2
Al,Se,4,0,0,4,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0
Al,Ag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al,Sb,5,1,0,9,0,0,2,9,2,0,2,1,0,2,0,0,1,2,0,3,1,0,0,0,9,0,1,0,0
Al,Ba,44,0,6,51,8,13,10,53,32,12,3,3,11,17,4,2,2,8,0,1,0,3,0,0,0,53,0,0,0
Al,Pb,29,0,4,33,3,2,1,34,11,7,9,4,1,9,0,1,3,7,0,6,1,3,0,0,1,0,34,0,1
Al,Bi,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Al,U,20,0,0,20,5,1,0,20,0,13,4,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,1,0,20
Si,H,1051,84,49,1049,102,415,201,457,1051,18,43,59,206,476,141,29,206,257,7,29,36,17,1,0,2,93,30,1,19
Si,B,84,127,4,126,26,44,33,66,127,4,2,8,9,49,10,4,15,29,0,0,0,3,0,0,0,14,4,0,0
Si,C,49,4,67,66,7,24,5,21,67,6,9,8,8,36,4,1,6,9,0,2,0,0,0,0,0,8,7,0,2
Si,O,1049,126,66,1603,216,589,305,621,1603,41,63,89,303,701,232,44,270,383,8,39,54,26,1,0,8,143,49,3,21
Si,F,102,26,7,216,223,124,51,60,223,17,6,10,57,118,65,2,33,55,0,0,1,3,0,0,0,34,3,0,0
Si,Na,415,44,24,589,124,592,111,212,592,22,30,44,166,247,151,8,98,145,0,3,13,4,0,0,0,50,0,0,3
Si,Mg,201,33,5,305,51,111,305,165,305,3,1,9,57,122,26,7,34,98,2,3,8,7,0,0,1,10,5,0,2
Si,Al,457,66,21,621,60,212,165,621,621,9,37,35,136,309,25,15,60,145,2,8,13,8,1,0,2,32,11,0,0
Si,Si,1051,127,67,1603,223,592,305,621,1629,43,63,89,307,701,236,44,272,392,10,39,54,26,1,0,8,143,49,3,21
Si,P,18,4,6,41,17,22,3,9,43,43,2,1,3,28,15,0,8,8,1,0,1,0,0,0,0,11,0,0,0
Si,S,43,2,9,63,6,30,1,37,63,2,63,14,18,44,1,0,3,4,0,5,4,1,0,0,0,6,7,0,0
Si,Cl,59,8,8,89,10,44,9,35,89,1,14,89,22,57,11,3,22,27,0,2,1,3,0,0,0,15,10,0,0
Si,K,206,9,8,303,57,166,57,136,307,3,18,22,307,125,69,3,43,69,0,5,12,1,0,0,0,29,1,0,3
Si,Ca,476,49,36,701,118,247,122,309,701,28,44,57,125,701,77,16,96,169,0,10,11,5,0,0,1,34,16,0,7
Si,Ti,141,10,4,232,65,151,26,25,236,15,1,11,69,77,236,2,41,74,0,1,8,2,0,0,0,59,0,0,0
Si,V,29,4,1,44,2,8,7,15,44,0,0,3,3,16,2,44,11,3,0,0,1,2,0,0,0,9,2,0,0
Si,Mn,206,15,6,270,33,98,34,60,272,8,3,22,43,96,41,11,272,56,0,3,16,16,0,0,6,21,7,0,0
Si,Fe,257,29,9,383,55,145,98,145,392,8,4,27,69,169,74,3,56,392,1,4,9,9,0,0,3,36,10,1,0
Si,Ni,7,0,0,8,0,0,2,2,10,1,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0
Si,Cu,29,0,2,39,0,3,3,8,39,0,5,2,5,10,1,0,3,4,0,39,1,2,0,0,0,4,7,0,1
Si,Zn,36,0,0,54,1,13,8,13,54,1,4,1,12,11,8,1,16,9,0,1,54,7,0,0,1,3,6,0,0
Si,As,17,3,0,26,3,4,7,8,26,0,1,3,1,5,2,2,16,9,0,2,7,26,0,0,1,0,3,0,0
Si,Se,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Si,Ag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Si,Sb,2,0,0,8,0,0,1,2,8,0,0,0,0,1,0,0,6,3,0,0,1,1,0,0,8,0,0,0,0
Si,Ba,93,14,8,143,34,50,10,32,143,11,6,15,29,34,59,9,21,36,0,4,3,0,0,0,0,143,2,0,1
Si,Pb,30,4,7,49,3,0,5,11,49,0,7,10,1,16,0,2,7,10,0,7,6,3,0,0,0,2,49,0,1
Si,Bi,1,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
Si,U,19,0,2,21,0,3,2,0,21,0,0,0,3,7,0,0,0,0,0,1,0,0,0,0,0,1,1,0,21
P,H,527,4,22,527,37,94,89,170,18,527,24,4,33,146,12,16,101,181,2,42,43,10,0,0,0,33,30,11,52
P,B,4,8,0,8,6,3,3,0,4,8,0,0,0,4,2,2,2,3,0,0,0,2,0,0,0,1,0,0,0
P,C,22,0,30,30,5,14,11,7,6,30,2,1,1,10,0,2,3,2,0,1,1,0,0,0,0,4,0,0,0
P,O,527,8,30,688,79,159,111,190,41,688,26,13,37,209,18,18,133,230,9,45,45,13,0,0,0,47,36,12,53
P,F,37,6,5,79,79,34,11,30,17,79,2,1,2,40,11,4,8,10,0,3,0,2,0,0,0,15,2,0,1
P,Na,94,3,14,159,34,159,31,46,22,159,3,4,13,59,12,2,34,55,0,4,0,3,0,0,0,15,1,0,2
P,Mg,89,3,11,111,11,31,111,29,3,111,1,0,8,38,2,4,22,28,0,2,5,2,0,0,0,6,0,0,2
P,Al,170,0,7,190,30,46,29,190,9,190,11,1,11,46,2,4,34,45,0,7,5,0,0,0,0,12,7,1,13
P,Si,18,4,6,41,17,22,3,9,43,43,2,1,3,28,15,0,8,8,1,0,1,0,0,0,0,11,0,0,0
P,P,527,8,30,688,79,159,111,190,43,710,26,13,37,209,21,19,133,240,24,45,45,13,0,0,0,47,36,12,53
P,S,24,0,2,26,2,3,1,11,2,26,26,0,0,4,1,0,0,8,0,4,1,0,0,0,0,1,3,0,3
P,Cl,4,0,1,13,1,4,0,1,1,13,0,13,1,7,0,1,2,1,0,3,0,1,0,0,0,2,2,1,0
P,K,33,0,1,37,2,13,8,11,3,37,0,1,37,12,3,3,6,14,0,0,0,1,0,0,0,0,0,0,3
P,Ca,146,4,10,209,40,59,38,46,28,209,4,7,12,209,7,2,38,65,5,8,11,2,0,0,0,16,4,1,10
P,Ti,12,2,0,18,11,12,2,2,15,21,1,0,3,7,21,0,3,4,0,0,0,0,0,0,0,7,0,0,0
P,V,16,2,2,18,4,2,4,4,0,19,0,1,3,2,0,19,1,1,1,2,0,3,0,0,0,3,2,0,1
P,Mn,101,2,3,133,8,34,22,34,8,133,0,2,6,38,3,1,133,65,0,0,11,1,0,0,0,5,1,0,2
P,Fe,181,3,2,230,10,55,28,45,8,240,8,1,14,65,4,1,65,240,8,6,18,2,0,0,0,8,10,3,6
P,Ni,2,0,0,9,0,0,0,0,1,24,0,0,0,5,0,1,0,8,24,0,0,0,0,0,0,0,0,0,0
P,Cu,42,0,1,45,3,4,2,7,0,45,4,3,0,8,0,2,0,6,0,45,6,4,0,0,0,0,6,2,3
P,Zn,43,0,1,45,0,0,5,5,1,45,1,0,0,11,0,0,11,18,0,6,45,3,0,0,0,0,5,0,0
P,As,10,2,0,13,2,3,2,0,0,13,0,1,1,2,0,3,1,2,0,4,3,13,0,0,0,0,2,1,1
P,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,Ag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,Sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,Ba,33,1,4,47,15,15,6,12,11,47,1,2,0,16,7,3,5,8,0,0,0,0,0,0,0,47,0,0,3
P,Pb,30,0,0,36,2,1,0,7,0,36,3,2,0,4,0,2,1,10,0,6,5,2,0,0,0,0,36,2,7
P,Bi,11,0,0,12,0,0,0,1,0,12,0,1,0,1,0,0,0,3,0,2,0,1,0,0,0,0,2,12,3
P,U,52,0,0,53,1,2,2,13,0,53,3,0,3,10,0,1,2,6,0,3,0,1,0,0,0,3,7,3,53
S,H,530,9,34,530,27,108,61,146,43,24,530,32,61,96,3,11,21,128,16,88,47,23,3,1,10,7,49,4,59
S,B,9,9,0,9,2,3,1,3,2,0,9,2,1,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
S,C,34,0,43,43,3,15,6,9,9,2,43,6,4,13,0,0,5,4,1,4,3,1,0,0,0,1,8,0,2
S,O,530,9,43,661,40,156,72,161,63,26,661,59,104,121,3,13,26,141,16,118,54,26,4,3,20,10,74,11,59
S,F,27,2,3,40,40,14,8,21,6,2,40,9,6,18,0,0,2,0,0,0,0,0,0,0,0,1,3,0,3
S,Na,108,3,15,156,14,158,17,42,30,3,158,31,43,43,2,0,5,19,1,13,5,2,0,0,3,2,3,3,20
S,Mg,61,1,6,72,8,17,73,20,1,1,73,5,14,8,0,1,0,16,1,7,2,0,0,0,0,0,1,0,5
S,Al,146,3,9,161,21,42,20,161,37,11,161,18,30,49,0,1,4,18,3,20,7,7,0,0,2,3,9,0,4
S,Si,43,2,9,63,6,30,1,37,63,2,63,14,18,44,1,0,3,4,0,5,4,1,0,0,0,6,7,0,0
S,P,24,0,2,26,2,3,1,11,2,26,26,0,0,4,1,0,0,8,0,4,1,0,0,0,0,1,3,0,3
S,S,530,9,43,661,40,158,73,161,63,26,1257,79,114,123,5,22,48,255,65,322,81,194,20,157,181,12,268,125,59
S,Cl,32,2,6,59,9,31,5,18,14,0,79,79,20,15,0,0,3,10,2,13,2,5,0,4,6,1,21,5,1
S,K,61,1,4,104,6,43,14,30,18,0,114,20,114,29,1,3,2,30,3,23,3,2,0,1,4,1,5,1,9
S,Ca,96,8,13,121,18,43,8,49,44,4,123,15,29,123,1,0,4,8,0,12,4,1,1,0,2,4,4,0,3
S,Ti,3,0,0,3,0,2,0,0,1,1,5,0,1,1,5,0,0,2,0,0,0,0,0,0,0,1,0,0,0
S,V,11,0,0,13,0,0,1,1,0,0,22,0,3,0,0,22,0,1,0,5,0,2,0,0,2,0,1,0,2
S,Mn,21,0,5,26,2,5,0,4,3,0,48,3,2,4,0,0,48,3,0,2,2,6,0,7,11,1,10,1,2
S,Fe,128,2,4,141,0,19,16,18,4,8,255,10,30,8,2,1,3,255,20,72,19,20,1,18,18,4,26,10,7
S,Ni,16,0,1,16,0,1,1,3,0,0,65,2,3,0,0,0,0,20,65,14,0,7,0,1,7,2,5,6,1
S,Cu,88,0,4,118,0,13,7,20,5,4,322,13,23,12,0,5,2,72,14,322,29,52,11,45,47,2,80,48,2
S,Zn,47,0,3,54,0,5,2,7,4,1,81,2,3,4,0,0,2,19,0,29,81,8,0,8,4,0,8,0,1
S,As,23,0,1,26,0,2,0,7,1,0,194,5,2,1,0,2,6,20,7,52,8,194,1,50,57,1,68,6,0
S,Se,3,0,0,4,0,0,0,0,0,0,20,0,0,1,0,0,0,1,0,11,0,1,20,4,1,0,13,12,0
S,Ag,1,0,0,3,0,0,0,0,0,0,157,4,1,0,0,0,7,18,1,45,8,50,4,157,63,0,61,32,0
S,Sb,10,0,0,20,0,3,0,2,0,0,181,6,4,2,0,2,11,18,7,47,4,57,1,63,181,0,92,17,0
S,Ba,7,0,1,10,1,2,0,3,6,1,12,1,1,4,1,0,1,4,2,2,0,1,0,0,0,12,1,0,0
S,Pb,49,0,8,74,3,3,1,9,7,3,268,21,5,4,0,1,10,26,5,80,8,68,13,61,92,1,268,76,0
S,Bi,4,0,0,11,0,3,0,0,0,0,125,5,1,0,0,0,1,10,6,48,0,6,12,32,17,0,76,125,0
S,U,59,0,2,59,3,20,5,4,0,3,59,1,9,3,0,2,2,7,1,2,1,0,0,0,0,0,0,0,59
Cl,H,240,31,24,235,15,57,35,41,59,4,32,240,36,79,8,4,30,44,6,64,10,19,2,2,3,13,41,2,2
Cl,B,31,38,3,38,2,4,11,5,8,0,2,38,4,18,3,1,4,5,0,1,1,0,0,0,0,3,3,0,0
Cl,C,24,3,33,33,2,10,5,7,8,1,6,33,4,12,0,0,3,1,0,6,0,0,0,0,0,3,7,0,0
Cl,O,235,38,33,369,26,89,44,61,89,13,59,369,58,108,12,14,37,56,6,96,14,42,13,4,10,19,82,6,2
Cl,F,15,2,2,26,31,16,2,5,10,1,9,31,4,13,3,0,4,2,0,4,0,3,0,1,0,5,7,0,0
Cl,Na,57,4,10,89,16,92,7,26,44,4,31,92,28,48,6,1,15,24,0,14,1,14,1,0,1,3,3,1,1
Cl,Mg,35,11,5,44,2,7,45,9,9,0,5,45,6,12,2,0,3,6,0,5,1,4,0,0,0,2,2,0,0
Cl,Al,41,5,7,61,5,26,9,61,35,1,18,61,19,30,1,0,0,5,0,7,0,2,1,0,1,3,4,0,0
Cl,Si,59,8,8,89,10,44,9,35,89,1,14,89,22,57,11,3,22,27,0,2,1,3,0,0,0,15,10,0,0
Cl,P,4,0,1,13,1,4,0,1,1,13,0,13,1,7,0,1,2,1,0,3,0,1,0,0,0,2,2,1,0
Cl,S,32,2,6,59,9,31,5,18,14,0,79,79,20,15,0,0,3,10,2,13,2,5,0,4,6,1,21,5,1
Cl,Cl,240,38,33,369,31,92,45,61,89,13,79,426,71,110,12,14,40,63,8,101,16,47,13,9,13,20,99,11,2
Cl,K,36,4,4,58,4,28,6,19,22,1,20,71,71,24,3,3,4,15,1,17,6,5,2,1,0,1,5,1,0
Cl,Ca,79,18,12,108,13,48,12,30,57,7,15,110,24,110,6,0,17,23,0,14,0,13,0,0,2,5,5,1,0
Cl,Ti,8,3,0,12,3,6,2,1,11,0,0,12,3,6,12,1,5,6,0,1,0,1,0,0,0,7,0,0,0
Cl,V,4,1,0,14,0,1,0,0,3,1,0,14,3,0,1,14,1,0,0,6,0,4,0,0,0,1,6,0,0
Cl,Mn,30,4,3,37,4,15,3,0,22,2,3,40,4,17,5,1,40,10,0,2,1,4,0,0,0,6,4,0,0
Cl,Fe,44,5,1,56,2,24,6,5,27,1,10,63,15,23,6,0,10,63,4,6,1,5,0,0,0,7,8,1,0
Cl,Ni,6,0,0,6,0,0,0,0,0,0,2,8,1,0,0,0,0,4,8,3,0,0,0,0,0,0,0,0,0
Cl,Cu,64,1,6,96,4,14,5,7,2,3,13,101,17,14,1,6,2,6,3,101,7,16,11,3,4,0,21,3,0
Cl,Zn,10,1,0,14,0,1,1,0,1,0,2,16,6,0,0,0,1,1,0,7,16,2,2,1,0,0,3,0,0
Cl,As,19,0,0,42,3,14,4,2,3,1,5,47,5,13,1,4,4,5,0,16,2,47,0,1,3,1,19,2,0
Cl,Se,2,0,0,13,0,1,0,1,0,0,0,13,2,0,0,0,0,0,0,11,2,0,13,0,0,0,4,1,0
Cl,Ag,2,0,0,4,1,0,0,0,0,0,4,9,1,0,0,0,0,0,0,3,1,1,0,9,1,0,4,0,0
Cl,Sb,3,0,0,10,0,1,0,1,0,0,6,13,0,2,0,0,0,0,0,4,0,3,0,1,13,0,9,0,0
Cl,Ba,13,3,3,19,5,3,2,3,15,2,1,20,1,5,7,1,6,7,0,0,0,1,0,0,0,20,1,0,0
Cl,Pb,41,3,7,82,7,3,2,4,10,2,21,99,5,5,0,6,4,8,0,21,3,19,4,4,9,1,99,3,0
Cl,Bi,2,0,0,6,0,1,0,0,0,1,5,11,1,1,0,0,0,1,0,3,0,2,1,0,0,0,3,11,0
Cl,U,2,0,0,2,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
K,H,343,11,15,343,29,158,62,117,206,33,61,36,343,124,58,14,44,90,1,18,9,14,1,1,2,30,5,0,28
K,B,11,19,0,17,4,7,4,6,9,0,1,4,19,5,1,0,1,0,0,0,1,0,0,0,0,2,1,0,0
K,C,15,0,22,22,2,11,2,5,8,1,4,4,22,13,0,1,0,1,0,1,0,0,0,0,0,1,0,0,4
K,O,343,17,22,521,58,225,91,173,303,37,104,58,521,166,83,20,56,121,1,44,19,29,3,1,2,35,11,1,30
K,F,29,4,2,58,66,32,14,19,57,2,6,4,66,27,15,0,12,14,0,0,0,0,0,0,0,8,1,0,0
K,Na,158,7,11,225,32,230,43,75,166,13,43,28,230,103,51,6,35,52,0,11,5,9,1,0,1,23,4,0,6
K,Mg,62,4,2,91,14,43,92,36,57,8,14,6,92,24,11,4,11,33,0,2,2,2,1,0,0,4,1,0,1
K,Al,117,6,5,173,19,75,36,174,136,11,30,19,174,74,7,1,15,37,0,6,6,8,0,0,0,11,1,0,0
K,Si,206,9,8,303,57,166,57,136,307,3,18,22,307,125,69,3,43,69,0,5,12,1,0,0,0,29,1,0,3
K,P,33,0,1,37,2,13,8,11,3,37,0,1,37,12,3,3,6,14,0,0,0,1,0,0,0,0,0,0,3
K,S,61,1,4,104,6,43,14,30,18,0,114,20,114,29,1,3,2,30,3,23,3,2,0,1,4,1,5,1,9
K,Cl,36,4,4,58,4,28,6,19,22,1,20,71,71,24,3,3,4,15,1,17,6,5,2,1,0,1,5,1,0
K,K,343,19,22,521,66,230,92,174,307,37,114,71,550,167,83,21,58,131,3,50,21,29,3,2,4,36,14,1,30
K,Ca,124,5,13,166,27,103,24,74,125,12,29,24,167,167,21,3,14,29,0,7,3,4,0,0,0,16,3,0,8
K,Ti,58,1,0,83,15,51,11,7,69,3,1,3,83,21,83,1,15,26,0,0,3,4,0,0,0,20,1,0,0
K,V,14,0,1,20,0,6,4,1,3,3,3,3,21,3,1,21,3,2,0,2,0,1,0,0,0,1,0,0,3
K,Mn,44,1,0,56,12,35,11,15,43,6,2,4,58,14,15,3,58,14,0,0,4,0,0,0,0,7,0,0,1
K,Fe,90,0,1,121,14,52,33,37,69,14,30,15,131,29,26,2,14,131,2,11,3,6,0,1,1,10,2,1,1
K,Ni,1,0,0,1,0,0,0,0,0,0,3,1,3,0,0,0,0,2,3,2,0,0,0,0,0,1,0,0,0
K,Cu,18,0,1,44,0,11,2,6,5,0,23,17,50,7,0,2,0,11,2,50,1,10,2,2,2,2,5,1,0
K,Zn,9,1,0,19,0,5,2,6,12,0,3,6,21,3,3,0,4,3,0,1,21,2,1,0,0,0,1,0,0
K,As,14,0,0,29,0,9,2,8,1,1,2,5,29,4,4,1,0,6,0,10,2,29,0,0,1,0,1,0,2
K,Se,1,0,0,3,0,1,1,0,0,0,0,2,3,0,0,0,0,0,0,2,1,0,3,0,0,0,1,0,0
K,Ag,1,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,2,0,0,0,2,1,0,1,0,0
K,Sb,2,0,0,2,0,1,0,0,0,0,4,0,4,0,0,0,0,1,0,2,0,1,0,1,4,0,1,0,0
K,Ba,30,2,1,35,8,23,4,11,29,0,1,1,36,16,20,1,7,10,1,2,0,0,0,0,0,36,2,0,1
K,Pb,5,1,0,11,1,4,1,1,1,0,5,5,14,3,1,0,0,2,0,5,1,1,1,1,1,2,14,0,3
K,Bi,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
K,U,28,0,4,30,0,6,1,0,3,3,9,0,30,8,0,3,1,1,0,0,0,2,0,0,0,1,3,0,30
Ca,H,998,94,107,998,88,275,158,321,476,146,96,79,124,998,53,56,137,206,5,56,32,112,3,0,5,36,18,2,59
Ca,B,94,120,8,120,15,17,23,29,49,4,8,18,5,120,4,0,7,16,0,2,0,5,0,0,0,5,2,0,0
Ca,C,107,8,155,155,24,44,19,21,36,10,13,12,13,155,0,3,9,4,0,7,3,2,0,0,0,14,2,2,25
Ca,O,998,120,155,1427,196,400,231,419,701,209,121,108,166,1427,115,67,172,299,9,66,40,142,3,0,18,60,32,4,67
Ca,F,88,15,24,196,209,102,36,64,118,40,18,13,27,209,30,4,17,27,0,1,0,9,0,0,1,21,5,1,4
Ca,Na,275,17,44,400,102,405,80,142,247,59,43,48,103,405,52,12,60,98,0,15,2,34,0,0,1,25,5,0,11
Ca,Mg,158,23,19,231,36,80,233,111,122,38,8,12,24,233,14,9,19,71,1,6,3,27,0,0,1,7,2,0,5
Ca,Al,321,29,21,419,64,142,111,427,309,46,49,30,74,427,16,9,30,111,0,8,2,10,0,0,2,17,9,0,0
Ca,Si,476,49,36,701,118,247,122,309,701,28,44,57,125,701,77,16,96,169,0,10,11,5,0,0,1,34,16,0,7
Ca,P,146,4,10,209,40,59,38,46,28,209,4,7,12,209,7,2,38,65,5,8,11,2,0,0,0,16,4,1,10
Ca,S,96,8,13,121,18,43,8,49,44,4,123,15,29,123,1,0,4,8,0,12,4,1,1,0,2,4,4,0,3
Ca,Cl,79,18,12,108,13,48,12,30,57,7,15,110,24,110,6,0,17,23,0,14,0,13,0,0,2,5,5,1,0
Ca,K,124,5,13,166,27,103,24,74,125,12,29,24,167,167,21,3,14,29,0,7,3,4,0,0,0,16,3,0,8
Ca,Ca,998,120,155,1427,209,405,233,427,701,209,123,110,167,1443,115,67,172,299,9,67,40,142,3,0,18,61,33,4,67
Ca,Ti,53,4,0,115,30,52,14,16,77,7,1,6,21,115,115,1,19,39,0,0,0,3,0,0,2,9,0,0,6
Ca,V,56,0,3,67,4,12,9,9,16,2,0,0,3,67,1,67,4,8,0,1,0,7,0,0,0,3,1,0,3
Ca,Mn,137,7,9,172,17,60,19,30,96,38,4,17,14,172,19,4,172,51,1,0,6,17,0,0,2,9,3,0,0
Ca,Fe,206,16,4,299,27,98,71,111,169,65,8,23,29,299,39,8,51,299,2,7,9,29,0,0,5,12,5,1,5
Ca,Ni,5,0,0,9,0,0,1,0,0,5,0,0,0,9,0,0,1,2,9,0,0,3,0,0,0,0,0,0,0
Ca,Cu,56,2,7,66,1,15,6,8,10,8,12,14,7,67,0,1,0,7,0,67,5,27,1,0,2,1,6,2,3
Ca,Zn,32,0,3,40,0,2,3,2,11,11,4,0,3,40,0,0,6,9,0,5,40,10,0,0,0,0,2,0,1
Ca,As,112,5,2,142,9,34,27,10,5,2,1,13,4,142,3,7,17,29,3,27,10,142,0,0,4,1,4,1,4
Ca,Se,3,0,0,3,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,3,0,0,0,1,0,1
Ca,Ag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca,Sb,5,0,0,18,1,1,1,2,1,0,2,2,0,18,2,0,2,5,0,2,0,4,0,0,18,0,1,0,0
Ca,Ba,36,5,14,60,21,25,7,17,34,16,4,5,16,61,9,3,9,12,0,1,0,1,0,0,0,61,3,0,3
Ca,Pb,18,2,2,32,5,5,2,9,16,4,4,5,3,33,0,1,3,5,0,6,2,4,1,0,1,3,33,0,2
Ca,Bi,2,0,2,4,1,0,0,0,0,1,0,1,0,4,0,0,0,1,0,2,0,1,0,0,0,0,0,4,0
Ca,U,59,0,25,67,4,11,5,0,7,10,3,0,8,67,6,3,0,5,0,3,1,4,1,0,0,3,2,0,67
Ti,H,202,7,2,202,44,108,21,23,141,12,3,8,58,53,202,12,40,74,0,2,17,5,0,0,3,47,4,0,13
Ti,B,7,13,0,12,3,4,3,3,10,2,0,3,1,4,13,1,1,6,0,0,0,0,0,0,0,6,0,0,0
Ti,C,2,0,6,5,1,4,0,0,4,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Ti,O,202,12,5,391,77,172,55,48,232,18,3,12,83,115,391,19,58,150,0,3,18,16,0,0,4,72,10,0,19
Ti,F,44,3,1,77,77,61,3,2,65,11,0,3,15,30,77,3,21,27,0,1,3,3,0,0,0,24,1,0,2
Ti,Na,108,4,4,172,61,172,17,7,151,12,2,6,51,52,172,2,35,49,0,2,7,6,0,0,1,39,3,0,2
Ti,Mg,21,3,0,55,3,17,55,24,26,2,0,2,11,14,55,1,3,35,0,0,3,1,0,0,0,9,0,0,0
Ti,Al,23,3,0,48,2,7,24,48,25,2,0,1,7,16,48,1,2,27,0,0,5,3,0,0,0,4,0,0,0
Ti,Si,141,10,4,232,65,151,26,25,236,15,1,11,69,77,236,2,41,74,0,1,8,2,0,0,0,59,0,0,0
Ti,P,12,2,0,18,11,12,2,2,15,21,1,0,3,7,21,0,3,4,0,0,0,0,0,0,0,7,0,0,0
Ti,S,3,0,0,3,0,2,0,0,1,1,5,0,1,1,5,0,0,2,0,0,0,0,0,0,0,1,0,0,0
Ti,Cl,8,3,0,12,3,6,2,1,11,0,0,12,3,6,12,1,5,6,0,1,0,1,0,0,0,7,0,0,0
Ti,K,58,1,0,83,15,51,11,7,69,3,1,3,83,21,83,1,15,26,0,0,3,4,0,0,0,20,1,0,0
Ti,Ca,53,4,0,115,30,52,14,16,77,7,1,6,21,115,115,1,19,39,0,0,0,3,0,0,2,9,0,0,6
Ti,Ti,202,13,6,391,77,172,55,48,236,21,5,12,83,115,403,19,58,153,0,3,18,16,0,0,4,72,10,0,19
Ti,V,12,1,0,19,3,2,1,1,2,0,0,1,1,1,19,19,4,8,0,0,1,3,0,0,0,4,2,0,5
Ti,Mn,40,1,0,58,21,35,3,2,41,3,0,5,15,19,58,4,58,22,0,0,4,0,0,0,1,11,6,0,4
Ti,Fe,74,6,1,150,27,49,35,27,74,4,2,6,26,39,153,8,22,153,0,0,9,7,0,0,1,26,8,0,11
Ti,Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ti,Cu,2,0,0,3,1,2,0,0,1,0,0,1,0,0,3,0,0,0,0,3,0,2,0,0,1,0,0,0,0
Ti,Zn,17,0,0,18,3,7,3,5,8,0,0,0,3,0,18,1,4,9,0,0,18,0,0,0,0,2,3,0,1
Ti,As,5,0,0,16,3,6,1,3,2,0,0,1,4,3,16,3,0,7,0,2,0,16,0,0,1,1,1,0,1
Ti,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ti,Ag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ti,Sb,3,0,0,4,0,1,0,0,0,0,0,0,0,2,4,0,1,1,0,1,0,1,0,0,4,0,0,0,0
Ti,Ba,47,6,1,72,24,39,9,4,59,7,1,7,20,9,72,4,11,26,0,0,2,1,0,0,0,72,0,0,0
Ti,Pb,4,0,0,10,1,3,0,0,0,0,0,0,1,0,10,2,6,8,0,0,3,1,0,0,0,0,10,0,4
Ti,Bi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
